asset,entry_price,stop_loss,exit_price,confidence,reason,timestamp
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:10
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:11
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:12
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:13
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:14
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:15
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:16
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:17
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:18
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:19
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:20
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:19:21
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:22
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:23
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:19:24
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:19:25
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:19:26
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:27
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:28
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:19:29
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:19:30
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:31
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:32
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:33
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:19:34
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:19:35
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:36
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:19:37
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:19:38
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:19:39
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:40
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:19:41
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:42
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:43
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:44
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:45
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:46
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:47
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:48
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:49
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:50
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:51
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:52
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:53
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:54
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:55
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:59
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:19:59
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:00
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:01
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:02
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:03
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:04
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:05
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:06
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:08
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:08
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:09
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:11
Unknown,0.0,0.0,0.0,0.3626671600341797,market_conditions,2025-07-25 22:20:12
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:13
Unknown,0.0,0.0,0.0,0.362053234577179,market_conditions,2025-07-25 22:20:14
Unknown,0.0,0.0,0.0,0.362053234577179,market_conditions,2025-07-25 22:20:15
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:20:16
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:16
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:17
Unknown,0.0,0.0,0.0,0.362053234577179,market_conditions,2025-07-25 22:20:18
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:19
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:21
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:22
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:23
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:24
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:24
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:20:26
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:20:27
Unknown,0.0,0.0,0.0,0.3626671600341797,market_conditions,2025-07-25 22:20:29
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:20:30
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:31
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:31
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:33
Unknown,0.0,0.0,0.0,0.3626671600341797,market_conditions,2025-07-25 22:20:33
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:20:35
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:35
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:37
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:38
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:20:38
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:39
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:41
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:42
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:20:43
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:20:44
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:20:44
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:20:46
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:47
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:48
Unknown,0.0,0.0,0.0,0.3620517790317535,market_conditions,2025-07-25 22:20:49
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:50
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:52
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:52
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:20:53
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:20:54
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:55
Unknown,0.0,0.0,0.0,0.3626739263534546,market_conditions,2025-07-25 22:20:56
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:20:57
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:20:58
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:20:59
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:00
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:21:01
Unknown,0.0,0.0,0.0,0.3626731789112091,market_conditions,2025-07-25 22:21:02
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:03
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:04
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:05
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:06
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:07
Unknown,0.0,0.0,0.0,0.3626741230487824,market_conditions,2025-07-25 22:21:08
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:09
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:10
Unknown,0.0,0.0,0.0,0.3620509529113769,market_conditions,2025-07-25 22:21:11
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:12
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:13
Unknown,0.0,0.0,0.0,0.27,market_conditions,2025-07-25 22:21:14
